2025-07-12T09:43:43.750+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration'
2025-07-12T09:43:43.761+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration'
2025-07-12T09:43:43.762+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'characterEncodingFilter'
2025-07-12T09:43:43.763+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'multipartResolver'
2025-07-12T09:43:43.763+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.test.autoconfigure.web.servlet.MockMvcConfiguration'
2025-07-12T09:43:43.764+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.test.autoconfigure.web.servlet.MockMvcConfiguration' via constructor to bean named 'org.springframework.web.context.support.GenericWebApplicationContext@445eed0b'
2025-07-12T09:43:43.764+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.test.autoconfigure.web.servlet.MockMvcConfiguration' via constructor to bean named 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
2025-07-12T09:43:43.764+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mockMvcBuilder'
2025-07-12T09:43:43.765+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'springBootMockMvcBuilderCustomizer'
2025-07-12T09:43:43.766+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mockMvcBuilder' via factory method to bean named 'springBootMockMvcBuilderCustomizer'
2025-07-12T09:43:43.768+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.w.s.ServletContextInitializerBeans : Mapping filters: springSecurityFilterChain urls=[/*] order=-100, characterEncodingFilter urls=[/*] order=-2147483648, formContentFilter urls=[/*] order=-9900, requestContextFilter urls=[/*] order=-105, JWTFilter urls=[/*] order=2147483647
2025-07-12T09:43:43.768+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.w.s.ServletContextInitializerBeans : Mapping servlets: 
2025-07-12T09:43:43.769+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mockMvc'
2025-07-12T09:43:43.770+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mockMvc' via factory method to bean named 'mockMvcBuilder'
2025-07-12T09:43:43.770+03:00 DEBUG 15065 --- [habit-service] [main] s.b.w.s.f.OrderedCharacterEncodingFilter : Filter 'characterEncodingFilter' configured for use
2025-07-12T09:43:43.770+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.w.s.f.OrderedFormContentFilter     : Filter 'formContentFilter' configured for use
2025-07-12T09:43:43.770+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.w.s.f.OrderedRequestContextFilter  : Filter 'requestContextFilter' configured for use
2025-07-12T09:43:43.770+03:00 DEBUG 15065 --- [habit-service] [main] .DelegatingFilterProxyRegistrationBean$1 : Filter 'springSecurityFilterChain' configured for use
2025-07-12T09:43:43.770+03:00 DEBUG 15065 --- [habit-service] [main] c.e.habit_service.security.JWTFilter     : Filter 'JWTFilter' configured for use
2025-07-12T09:43:43.770+03:00  INFO 15065 --- [habit-service] [main] o.s.b.t.m.w.SpringBootMockServletContext : Initializing Spring TestDispatcherServlet ''
2025-07-12T09:43:43.770+03:00  INFO 15065 --- [habit-service] [main] o.s.t.web.servlet.TestDispatcherServlet  : Initializing Servlet ''
2025-07-12T09:43:43.770+03:00 DEBUG 15065 --- [habit-service] [main] o.s.t.web.servlet.TestDispatcherServlet  : Detected StandardServletMultipartResolver
2025-07-12T09:43:43.770+03:00 DEBUG 15065 --- [habit-service] [main] o.s.t.web.servlet.TestDispatcherServlet  : Detected AcceptHeaderLocaleResolver
2025-07-12T09:43:43.770+03:00 DEBUG 15065 --- [habit-service] [main] o.s.t.web.servlet.TestDispatcherServlet  : Detected FixedThemeResolver
2025-07-12T09:43:43.771+03:00 DEBUG 15065 --- [habit-service] [main] o.s.t.web.servlet.TestDispatcherServlet  : Detected org.springframework.web.servlet.view.DefaultRequestToViewNameTranslator@4236d55
2025-07-12T09:43:43.771+03:00 DEBUG 15065 --- [habit-service] [main] o.s.t.web.servlet.TestDispatcherServlet  : Detected org.springframework.web.servlet.support.SessionFlashMapManager@234a21e9
2025-07-12T09:43:43.771+03:00 DEBUG 15065 --- [habit-service] [main] o.s.t.web.servlet.TestDispatcherServlet  : enableLoggingRequestDetails='false': request parameters and headers will be masked to prevent unsafe logging of potentially sensitive data
2025-07-12T09:43:43.771+03:00  INFO 15065 --- [habit-service] [main] o.s.t.web.servlet.TestDispatcherServlet  : Completed initialization in 1 ms
2025-07-12T09:43:43.772+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.test.autoconfigure.web.servlet.MockMvcTesterConfiguration'
2025-07-12T09:43:43.772+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mockMvcTester'
2025-07-12T09:43:43.772+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mockMvcTester' via factory method to bean named 'mockMvc'
2025-07-12T09:43:43.773+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.test.autoconfigure.web.servlet.MockMvcAutoConfiguration'
2025-07-12T09:43:43.773+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration'
2025-07-12T09:43:43.773+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'configurationPropertiesRebinder'
2025-07-12T09:43:43.774+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'configurationPropertiesRebinder' via factory method to bean named 'configurationPropertiesBeans'
2025-07-12T09:43:43.775+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.autoconfigure.LifecycleMvcEndpointAutoConfiguration'
2025-07-12T09:43:43.775+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'environmentManager'
2025-07-12T09:43:43.775+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'environmentManager' via factory method to bean named 'environment'
2025-07-12T09:43:43.775+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.client.discovery.composite.CompositeDiscoveryClientAutoConfiguration'
2025-07-12T09:43:43.776+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'compositeDiscoveryClient'
2025-07-12T09:43:43.776+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'simpleDiscoveryClient'
2025-07-12T09:43:43.776+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.client.discovery.simple.SimpleDiscoveryClientAutoConfiguration'
2025-07-12T09:43:43.777+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'inetUtils'
2025-07-12T09:43:43.778+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.commons.util.UtilAutoConfiguration'
2025-07-12T09:43:43.778+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'inetUtilsProperties'
2025-07-12T09:43:43.781+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'inetUtils' via factory method to bean named 'inetUtilsProperties'
2025-07-12T09:43:43.782+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'simpleDiscoveryProperties'
2025-07-12T09:43:43.783+03:00 DEBUG 15065 --- [habit-service] [main] o.s.c.e.PropertySourcesPropertyResolver  : Found key 'spring.application.name' in PropertySource 'environmentProperties' with value of type String
2025-07-12T09:43:43.789+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'simpleDiscoveryClient' via factory method to bean named 'simpleDiscoveryProperties'
2025-07-12T09:43:43.789+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'discoveryClient'
2025-07-12T09:43:43.789+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.netflix.eureka.EurekaDiscoveryClientConfiguration'
2025-07-12T09:43:43.790+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'eurekaClientConfigBean'
2025-07-12T09:43:43.790+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.netflix.eureka.EurekaClientAutoConfiguration'
2025-07-12T09:43:43.791+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.cloud.netflix.eureka.EurekaClientAutoConfiguration' via constructor to bean named 'environment'
2025-07-12T09:43:43.791+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'eurekaClientConfigBean' via factory method to bean named 'environment'
2025-07-12T09:43:43.798+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'discoveryClient' via factory method to bean named 'eurekaClient'
2025-07-12T09:43:43.798+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'discoveryClient' via factory method to bean named 'eurekaClientConfigBean'
2025-07-12T09:43:43.799+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'compositeDiscoveryClient' via factory method to bean named 'simpleDiscoveryClient'
2025-07-12T09:43:43.799+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'compositeDiscoveryClient' via factory method to bean named 'discoveryClient'
2025-07-12T09:43:43.799+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.client.serviceregistry.AutoServiceRegistrationConfiguration'
2025-07-12T09:43:43.800+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.cloud.service-registry.auto-registration-org.springframework.cloud.client.serviceregistry.AutoServiceRegistrationProperties'
2025-07-12T09:43:43.801+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.client.serviceregistry.AutoServiceRegistrationAutoConfiguration'
2025-07-12T09:43:43.802+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'eurekaAutoServiceRegistration'
2025-07-12T09:43:43.803+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'eurekaServiceRegistry'
2025-07-12T09:43:43.803+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'eurekaInstanceConfigBean'
2025-07-12T09:43:43.803+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'serviceManagementMetadataProvider'
2025-07-12T09:43:43.804+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'eurekaInstanceConfigBean' via factory method to bean named 'inetUtils'
2025-07-12T09:43:43.804+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'eurekaInstanceConfigBean' via factory method to bean named 'serviceManagementMetadataProvider'
2025-07-12T09:43:43.808+03:00 DEBUG 15065 --- [habit-service] [main] .n.e.m.DefaultManagementMetadataProvider : Constructed eureka meta-data healthcheckUrl: http://192.168.1.8:8082/actuator/health
2025-07-12T09:43:43.808+03:00 DEBUG 15065 --- [habit-service] [main] .n.e.m.DefaultManagementMetadataProvider : Constructed eureka meta-data statusPageUrl: http://192.168.1.8:8082/actuator/info
2025-07-12T09:43:43.812+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'eurekaServiceRegistry' via factory method to bean named 'eurekaInstanceConfigBean'
2025-07-12T09:43:43.813+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'eurekaAutoServiceRegistration' via factory method to bean named 'org.springframework.web.context.support.GenericWebApplicationContext@445eed0b'
2025-07-12T09:43:43.813+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'eurekaAutoServiceRegistration' via factory method to bean named 'eurekaServiceRegistry'
2025-07-12T09:43:43.813+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'eurekaAutoServiceRegistration' via factory method to bean named 'eurekaRegistration'
2025-07-12T09:43:43.814+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.netflix.eureka.EurekaDiscoveryClientConfiguration$EurekaClientConfigurationRefresher'
2025-07-12T09:43:43.815+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.netflix.eureka.config.DiscoveryClientOptionalArgsConfiguration$RestTemplateConfiguration'
2025-07-12T09:43:43.815+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'defaultEurekaClientHttpRequestFactorySupplier'
2025-07-12T09:43:43.815+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'eureka.client.rest-template-timeout-org.springframework.cloud.netflix.eureka.RestTemplateTimeoutProperties'
2025-07-12T09:43:43.817+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultEurekaClientHttpRequestFactorySupplier' via factory method to bean named 'eureka.client.rest-template-timeout-org.springframework.cloud.netflix.eureka.RestTemplateTimeoutProperties'
2025-07-12T09:43:43.818+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'restTemplateDiscoveryClientOptionalArgs'
2025-07-12T09:43:43.818+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'tlsProperties'
2025-07-12T09:43:43.818+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.netflix.eureka.config.DiscoveryClientOptionalArgsConfiguration'
2025-07-12T09:43:43.819+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'restTemplateDiscoveryClientOptionalArgs' via factory method to bean named 'tlsProperties'
2025-07-12T09:43:43.819+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'restTemplateDiscoveryClientOptionalArgs' via factory method to bean named 'defaultEurekaClientHttpRequestFactorySupplier'
2025-07-12T09:43:43.819+03:00  INFO 15065 --- [habit-service] [main] DiscoveryClientOptionalArgsConfiguration : Eureka HTTP Client uses RestTemplate.
2025-07-12T09:43:43.820+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'restTemplateTransportClientFactories'
2025-07-12T09:43:43.820+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'restTemplateTransportClientFactories' via factory method to bean named 'restTemplateDiscoveryClientOptionalArgs'
2025-07-12T09:43:43.820+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'eureka.client.restclient.timeout-org.springframework.cloud.netflix.eureka.RestClientTimeoutProperties'
2025-07-12T09:43:43.821+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.netflix.eureka.EurekaClientAutoConfiguration$RefreshableEurekaClientConfiguration'
2025-07-12T09:43:43.822+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'eurekaFeature'
2025-07-12T09:43:43.822+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.client.CommonsClientAutoConfiguration'
2025-07-12T09:43:43.822+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.client.ReactiveCommonsClientAutoConfiguration'
2025-07-12T09:43:43.822+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.loadbalancer.config.LoadBalancerAutoConfiguration'
2025-07-12T09:43:43.822+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'zoneConfig'
2025-07-12T09:43:43.822+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'zoneConfig' via factory method to bean named 'environment'
2025-07-12T09:43:43.823+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'loadBalancerClientFactory'
2025-07-12T09:43:43.823+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.cloud.loadbalancer-org.springframework.cloud.client.loadbalancer.LoadBalancerClientsProperties'
2025-07-12T09:43:43.824+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'loadBalancerClientFactory' via factory method to bean named 'spring.cloud.loadbalancer-org.springframework.cloud.client.loadbalancer.LoadBalancerClientsProperties'
2025-07-12T09:43:43.825+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'default.org.springframework.cloud.loadbalancer.config.LoadBalancerAutoConfiguration.LoadBalancerClientSpecification'
2025-07-12T09:43:43.825+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'default.org.springframework.cloud.loadbalancer.config.BlockingLoadBalancerClientAutoConfiguration.LoadBalancerClientSpecification'
2025-07-12T09:43:43.826+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'default.org.springframework.cloud.netflix.eureka.loadbalancer.LoadBalancerEurekaAutoConfiguration.LoadBalancerClientSpecification'
2025-07-12T09:43:43.827+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'loadBalancerEagerContextInitializer'
2025-07-12T09:43:43.827+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.cloud.loadbalancer.eager-load-org.springframework.cloud.client.loadbalancer.LoadBalancerEagerLoadProperties'
2025-07-12T09:43:43.828+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'loadBalancerEagerContextInitializer' via factory method to bean named 'loadBalancerClientFactory'
2025-07-12T09:43:43.828+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'loadBalancerEagerContextInitializer' via factory method to bean named 'spring.cloud.loadbalancer.eager-load-org.springframework.cloud.client.loadbalancer.LoadBalancerEagerLoadProperties'
2025-07-12T09:43:43.828+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'loadBalancerChildContextInitializer'
2025-07-12T09:43:43.828+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'loadBalancerChildContextInitializer' via factory method to bean named 'loadBalancerClientFactory'
2025-07-12T09:43:43.828+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'loadBalancerChildContextInitializer' via factory method to bean named 'org.springframework.web.context.support.GenericWebApplicationContext@445eed0b'
2025-07-12T09:43:43.828+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.loadbalancer.config.BlockingLoadBalancerClientAutoConfiguration$BlockingLoadBalancerRetryConfig'
2025-07-12T09:43:43.829+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'loadBalancedRetryFactory'
2025-07-12T09:43:43.829+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'loadBalancedRetryFactory' via factory method to bean named 'loadBalancerClientFactory'
2025-07-12T09:43:43.829+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.cloud.loadbalancer.config.BlockingLoadBalancerClientAutoConfiguration'
2025-07-12T09:43:43.830+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'blockingLoadBalancerClient'
2025-07-12T09:43:43.830+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'blockingLoadBalancerClient' via factory method to bean named 'loadBalancerClientFactory'
2025-07-12T09:43:43.830+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'loadBalancerServiceInstanceCookieTransformer'
2025-07-12T09:43:43.830+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'loadBalancerServiceInstanceCookieTransformer' via factory method to bean named 'loadBalancerClientFactory'
2025-07-12T09:43:43.830+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'xForwarderHeadersTransformer'
2025-07-12T09:43:43.830+03:00 DEBUG 15065 --- [habit-service] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'xForwarderHeadersTransformer' via factory method to bean named 'loadBalancerClientFactory'
